SRG,MCP,Version
field_110553_a,glTextureId,Release 1.6.4
field_110558_f,imageLocation,Release 1.6.4
field_110559_g,textureUploaded,Release 1.6.4
field_110560_d,bufferedImage,Release 1.6.4
field_110561_e,imageThread,Release 1.6.4
field_110562_b,imageUrl,Release 1.6.4
field_110563_c,imageBuffer,Release 1.6.4
field_110566_b,dynamicTextureData,Release 1.6.4
field_110567_b,layeredTextureNames,Release 1.6.4
field_110568_b,textureLocation,Release 1.6.4
field_110574_e,mapRegisteredSprites,Release 1.6.4
field_110575_b,locationBlocksTexture,Release 1.6.4
field_110576_c,locationItemsTexture,Release 1.6.4
field_110582_d,theResourceManager,Release 1.6.4
field_110583_b,listTickables,Release 1.6.4
field_110584_c,mapTextureCounters,Release 1.6.4
field_110585_a,mapTextureObjects,Release 1.6.4
field_110597_b,resourcePackFile,Release 1.6.4
field_110598_a,resourceLog,Release 1.6.4
field_1106_a,hashEntry,Release 1.6.4
field_110600_d,resourcePackZipFile,Release 1.6.4
field_110601_c,entryNameSplitter,Release 1.6.4
field_110606_b,mapResourceFiles,Release 1.6.4
field_110607_c,fileAssets,Release 1.6.4
field_110608_a,defaultResourceDomains,Release 1.6.4
field_110617_f,repositoryEntries,Release 1.6.4
field_110618_d,dirResourcepacks,Release 1.6.4
field_110619_e,repositoryEntriesAll,Release 1.6.4
field_110620_b,rprDefaultResourcePack,Release 1.6.4
field_110621_c,rprMetadataSerializer,Release 1.6.4
field_110622_a,resourcePackFilter,Release 1.6.4
field_110625_b,resourcePath,Release 1.6.4
field_110626_a,resourceDomain,Release 1.6.4
field_110630_f,RES_CHRISTMAS_SINGLE,Release 1.6.4
field_110631_g,RES_NORMAL_SINGLE,Release 1.6.4
field_110632_d,RES_NORMAL_DOUBLE,Release 1.6.4
field_110633_e,RES_TRAPPED_SINGLE,Release 1.6.4
field_110634_c,RES_CHRISTMAS_DOUBLE,Release 1.6.4
field_110635_a,RES_TRAPPED_DOUBLE,Release 1.6.4
field_110636_a,enchantingTableBookTextures,Release 1.6.4
field_110643_d,endPortalTextures,Release 1.6.4
field_110645_c,enderPortalEndSkyTextures,Release 1.6.4
field_110656_d,soundType,Release 1.6.4
field_110657_c,soundResourceManager,Release 1.6.4
field_110658_a,theSoundPool,Release 1.6.4
field_110660_a,theSoundPool,Release 1.6.4
field_110685_E,frontRightShin,Release 1.6.4
field_110686_F,frontRightHoof,Release 1.6.4
field_110688_A,frontRightLeg,Release 1.6.4
field_110689_B,frontLeftShin,Release 1.6.4
field_110690_C,frontLeftHoof,Release 1.6.4
field_1107_d,slotHash,Release 1.6.4
field_110705_d,horseLeftEar,Release 1.6.4
field_110706_e,horseRightEar,Release 1.6.4
field_110707_b,mouthTop,Release 1.6.4
field_110708_c,mouthBottom,Release 1.6.4
field_110709_a,head,Release 1.6.4
field_110710_n,tailTip,Release 1.6.4
field_110711_o,backLeftLeg,Release 1.6.4
field_110712_l,tailBase,Release 1.6.4
field_110713_m,tailMiddle,Release 1.6.4
field_110714_j,mane,Release 1.6.4
field_110715_k,body,Release 1.6.4
field_110716_h,neck,Release 1.6.4
field_110718_w,backLeftHoof,Release 1.6.4
field_110719_v,backLeftShin,Release 1.6.4
field_110720_z,backRightHoof,Release 1.6.4
field_110721_y,backRightShin,Release 1.6.4
field_110722_x,backRightLeg,Release 1.6.4
field_110737_b,particleTextures,Release 1.6.4
field_110778_a,shadowTextures,Release 1.6.4
field_110780_a,arrowTextures,Release 1.6.4
field_110782_f,boatTextures,Release 1.6.4
field_110785_a,experienceOrbTextures,Release 1.6.4
field_110787_a,enderCrystalTextures,Release 1.6.4
field_110789_a,mapBackgroundTextures,Release 1.6.4
field_110798_h,RES_ITEM_GLINT,Release 1.6.4
field_1108_c,nextEntry,Release 1.6.4
field_110801_f,leashKnotModel,Release 1.6.4
field_110802_a,leashKnotTextures,Release 1.6.4
field_110804_g,minecartTextures,Release 1.6.4
field_110810_f,witherTextures,Release 1.6.4
field_110811_a,invulnerableWitherTextures,Release 1.6.4
field_110814_a,RES_ITEM_GLINT,Release 1.6.4
field_110826_a,steveTextures,Release 1.6.4
field_110830_f,creeperTextures,Release 1.6.4
field_110831_a,armoredCreeperTextures,Release 1.6.4
field_110833_a,cowTextures,Release 1.6.4
field_110835_a,batTextures,Release 1.6.4
field_110837_a,blazeTextures,Release 1.6.4
field_110839_f,endermanTextures,Release 1.6.4
field_110840_a,endermanEyesTexture,Release 1.6.4
field_110842_f,enderDragonExplodingTextures,Release 1.6.4
field_110843_g,enderDragonCrystalBeamTextures,Release 1.6.4
field_110844_k,enderDragonTextures,Release 1.6.4
field_110845_h,enderDragonEyesTextures,Release 1.6.4
field_110850_f,whiteHorseTextures,Release 1.6.4
field_110851_g,muleTextures,Release 1.6.4
field_110853_l,skeletonHorseTextures,Release 1.6.4
field_110854_k,zombieHorseTextures,Release 1.6.4
field_110855_h,donkeyTextures,Release 1.6.4
field_110861_l,witherSkeletonTextures,Release 1.6.4
field_110862_k,skeletonTextures,Release 1.6.4
field_110864_q,zombieVillagerTextures,Release 1.6.4
field_110865_p,zombieTextures,Release 1.6.4
field_110866_o,zombiePigmanTextures,Release 1.6.4
field_110868_f,ghastShootingTextures,Release 1.6.4
field_110869_a,ghastTextures,Release 1.6.4
field_110871_a,zombieTextures,Release 1.6.4
field_110873_a,magmaCubeTextures,Release 1.6.4
field_110875_f,ocelotTextures,Release 1.6.4
field_110876_g,redOcelotTextures,Release 1.6.4
field_110877_a,blackOcelotTextures,Release 1.6.4
field_110878_h,siameseOcelotTextures,Release 1.6.4
field_110880_a,mooshroomTextures,Release 1.6.4
field_110882_a,silverfishTextures,Release 1.6.4
field_110884_f,shearedSheepTextures,Release 1.6.4
field_110885_a,sheepTextures,Release 1.6.4
field_110887_f,pigTextures,Release 1.6.4
field_110888_a,saddledPigTextures,Release 1.6.4
field_110890_f,spiderTextures,Release 1.6.4
field_110891_a,spiderEyesTextures,Release 1.6.4
field_110893_a,caveSpiderTextures,Release 1.6.4
field_110895_a,snowManTextures,Release 1.6.4
field_110897_a,slimeTextures,Release 1.6.4
field_110899_a,ironGolemTextures,Release 1.6.4
field_1109_a,data,Release 1.6.4
field_110901_a,squidTextures,Release 1.6.4
field_110903_f,villagerTextures,Release 1.6.4
field_110904_g,farmerVillagerTextures,Release 1.6.4
field_110905_l,smithVillagerTextures,Release 1.6.4
field_110906_m,butcherVillagerTextures,Release 1.6.4
field_110907_k,priestVillagerTextures,Release 1.6.4
field_110908_h,librarianVillagerTextures,Release 1.6.4
field_110910_a,witchTextures,Release 1.6.4
field_110912_f,witherTextures,Release 1.6.4
field_110913_a,invulnerableWitherTextures,Release 1.6.4
field_110915_f,tamedWolfTextures,Release 1.6.4
field_110916_g,anrgyWolfTextures,Release 1.6.4
field_110917_a,wolfTextures,Release 1.6.4
field_110918_h,wolfCollarTextures,Release 1.6.4
field_110920_a,chickenTextures,Release 1.6.4
field_110922_T,locationLightMap,Release 1.6.4
field_110923_r,locationSnowPng,Release 1.6.4
field_110924_q,locationRainPng,Release 1.6.4
field_110925_j,locationCloudsPng,Release 1.6.4
field_110926_k,locationEndSkyPng,Release 1.6.4
field_110927_h,locationMoonPhasesPng,Release 1.6.4
field_110928_i,locationSunPng,Release 1.6.4
field_110929_d,RES_UNDERWATER_OVERLAY,Release 1.6.4
field_110930_b,RES_ITEM_GLINT,Release 1.6.4
field_110931_c,RES_MAP_BACKGROUND,Release 1.6.4
field_110932_a,theThreadDownloadImageData,Release 1.6.4
field_110973_g,frameCounter,Release 1.6.4
field_110974_d,originY,Release 1.6.4
field_110975_c,originX,Release 1.6.4
field_110976_a,framesTextureData,Release 1.6.4
field_110977_n,minV,Release 1.6.4
field_110978_o,maxV,Release 1.6.4
field_110979_l,minU,Release 1.6.4
field_110980_m,maxU,Release 1.6.4
field_110982_k,animationMetadata,Release 1.6.4
field_110983_h,tickCounter,Release 1.6.4
field_110984_i,iconName,Release 1.6.4
field_110999_b,missingTextureData,Release 1.6.4
field_1110_b,y,Release 1.6.4
field_111000_c,dataBuffer,Release 1.6.4
field_111001_a,missingTexture,Release 1.6.4
field_111006_b,ridingEntityId,Release 1.6.4
field_111007_a,attachState,Release 1.6.4
field_111009_c,auxData,Release 1.6.4
field_111018_r,materialCarpet,Release 1.6.4
field_111026_f,textureName,Release 1.6.4
field_111031_cC,carpet,Release 1.6.4
field_111032_cD,hardenedClay,Release 1.6.4
field_111034_cE,coalBlock,Release 1.6.4
field_111038_cB,hay,Release 1.6.4
field_111039_cA,stainedClay,Release 1.6.4
field_111083_f,obfuscated,Release 1.6.4
field_111084_g,text,Release 1.6.4
field_111085_d,italic,Release 1.6.4
field_111086_e,underline,Release 1.6.4
field_111087_b,color,Release 1.6.4
field_111088_c,bold,Release 1.6.4
field_111090_h,translationKey,Release 1.6.4
field_1111_a,x,Release 1.6.4
field_111113_b,defaultValue,Release 1.6.4
field_111114_c,shouldWatch,Release 1.6.4
field_111118_b,maximumValue,Release 1.6.4
field_111120_a,minimumValue,Release 1.6.4
field_111132_f,baseValue,Release 1.6.4
field_111153_b,attributesByName,Release 1.6.4
field_111154_a,attributes,Release 1.6.4
field_111170_d,id,Release 1.6.4
field_111171_e,isSaved,Release 1.6.4
field_111172_b,operation,Release 1.6.4
field_111173_c,name,Release 1.6.4
field_111174_a,amount,Release 1.6.4
field_111180_a,horseHost,Release 1.6.4
field_111192_g,previousTotalWorldTime,Release 1.6.4
field_111193_e,playerInstanceList,Release 1.6.4
field_111198_g,previousWorldTime,Release 1.6.4
field_1112_c,z,Release 1.6.4
field_111203_a,moonPhaseFactors,Release 1.6.4
field_111204_q,inhabitedTime,Release 1.6.4
field_111212_ci,nameTag,Release 1.6.4
field_111213_cg,horseArmorDiamond,Release 1.6.4
field_111214_ch,leash,Release 1.6.4
field_111215_ce,horseArmorIron,Release 1.6.4
field_111216_cf,horseArmorGold,Release 1.6.4
field_111218_cA,iconString,Release 1.6.4
field_111241_a,theHorse,Release 1.6.4
field_111242_f,theHorse,Release 1.6.4
field_111254_c,theBackup,Release 1.6.4
field_111255_a,theBackupScreen,Release 1.6.4
field_111263_d,movementSpeed,Release 1.6.4
field_111264_e,attackDamage,Release 1.6.4
field_111265_b,followRange,Release 1.6.4
field_111266_c,knockbackResistance,Release 1.6.4
field_111267_a,maxHealth,Release 1.6.4
field_111273_g,locationFontTexture,Release 1.6.4
field_111274_c,unicodePageLocations,Release 1.6.4
field_1113_b,deltaY,Release 1.6.4
field_1114_a,deltaX,Release 1.6.4
field_1115_e,field_1115_e,Release 1.0.0
field_1116_d,cursor,Release 1.2.5
field_1117_c,windowComponent,Release 1.4.7
field_1118_b,inventory,Release 1.6.4
field_1119_a,slotIndex,Release 1.6.4
field_1120_f,yPos,Alpha 1.2.6
field_1121_e,xPos,Alpha 1.2.6
field_1122_c,guiHandler,Alpha 1.2.6
field_1123_d,parent,Release 1.6.4
field_1124_c,armorType,Release 1.6.4
field_1125_c,craftMatrix,Release 1.6.4
field_1126_b,iconIndex,Release 1.4.7
field_1127_a,imageData,Release 1.4.7
field_1128_f,tileImage,Release 1.4.7
field_1129_e,tileSize,Release 1.4.7
field_1130_d,textureId,Release 1.4.7
field_1131_c,anaglyphEnabled,Release 1.4.7
field_1132_h,field_1132_h,Release 1.0.0
field_1133_g,field_1133_g,Release 1.0.0
field_1134_k,tickCounter,Release 1.4.7
field_1135_j,field_1135_j,Release 1.0.0
field_1136_i,field_1136_i,Release 1.0.0
field_1137_h,field_1137_h,Release 1.0.0
field_1138_g,field_1138_g,Release 1.0.0
field_1139_k,field_1139_k,Release 1.0.0
field_1140_j,field_1140_j,Release 1.0.0
field_1141_i,field_1141_i,Release 1.0.0
field_1142_h,field_1142_h,Release 1.0.0
field_1143_g,field_1143_g,Release 1.0.0
field_1144_j,field_1144_j,Release 1.0.0
field_1145_i,field_1145_i,Release 1.0.0
field_1146_h,field_1146_h,Release 1.0.0
field_1147_g,field_1147_g,Release 1.0.0
field_1154_k,tickCounter,Release 1.4.7
field_1155_j,alpha,Release 1.4.7
field_1156_i,blue,Release 1.4.7
field_1157_h,green,Release 1.4.7
field_1158_g,red,Release 1.4.7
field_1159_b,worldObj,Release 1.4.7
field_1160_a,rail,Release 1.4.7
field_1161_g,connectedTracks,Release 1.4.7
field_1162_f,trackMetadata,Beta 1.4_01
field_1163_e,trackZ,Release 1.4.7
field_1164_d,trackY,Release 1.4.7
field_1165_c,trackX,Release 1.4.7
field_1166_b,blockX,Release 1.6.4
field_1167_a,typeOfHit,Release 1.6.4
field_1168_g,entityHit,Release 1.6.4
field_1169_f,hitVec,Release 1.6.4
field_1170_e,sideHit,Release 1.6.4
field_1171_d,blockZ,Release 1.6.4
field_1172_c,blockY,Release 1.6.4
field_1173_b,moveForward,Release 1.6.4
field_1174_a,moveStrafe,Release 1.6.4
field_1175_e,sneak,Release 1.6.4
field_1176_d,jump,Release 1.6.4
field_1177_c,field_1177_c,Release 1.0.0
field_1178_g,gameSettings,Release 1.6.4
field_1179_f,movementKeyStates,Beta 1.7.3
field_1180_b,pixels,Release 1.2.5
field_1181_a,texCols,Release 1.2.5
field_1182_g,textures,Release 1.2.5
field_1183_f,yBuf,Release 1.2.5
field_1184_e,waterBr,Release 1.2.5
field_1185_d,waterBuf,Release 1.2.5
field_1186_c,zBuf,Release 1.2.5
field_1187_b,yCoord,Release 1.6.4
field_1188_a,xCoord,Release 1.6.4
field_1189_d,permutations,Release 1.6.4
field_1190_c,zCoord,Release 1.6.4
field_1191_b,octaves,Release 1.6.4
field_1192_a,generatorCollection,Release 1.6.4
field_1193_a,osValues,Release 1.2.5
field_1194_b,nVertices,Release 1.6.4
field_1195_a,vertexPositions,Release 1.6.4
field_1196_c,invertNormal,Release 1.6.4
field_1197_a,isoCanvas,Beta 1.7.3
field_1198_a,recipeItems,Release 1.6.4
field_1199_b,createIfNecessary,Release 1.0.0
field_1200_a,saveDir,Release 1.0.0
field_1201_b,posY,Release 1.2.5
field_1202_a,posX,Release 1.2.5
field_1203_g,worldClient,Release 1.0.0
field_1204_f,metadata,Release 1.2.5
field_1205_e,blockID,Release 1.2.5
field_1206_d,acceptCountdown,Release 1.2.5
field_1207_c,posZ,Release 1.2.5
field_1208_b,rand,Release 1.6.4
field_1209_a,field_1209_a,Release 1.0.0
field_1210_g,doneLoadingTerrain,Release 1.6.4
field_1211_f,worldClient,Release 1.6.4
field_1212_e,mc,Release 1.6.4
field_1213_d,netManager,Release 1.6.4
field_1214_c,disconnected,Release 1.2.5
field_1215_b,buffer,Release 1.4.7
field_1216_a,location,Release 1.4.7
field_1217_c,imageData,Release 1.4.7
field_1218_p,fontRenderer,Release 1.6.4
field_1220_n,viewerPosZ,Release 1.6.4
field_1221_m,viewerPosY,Release 1.6.4
field_1222_l,viewerPosX,Release 1.6.4
field_1223_k,options,Release 1.6.4
field_12235_b,explosionY,Release 1.6.4
field_12236_a,explosionX,Release 1.6.4
field_12237_e,destroyedBlockPositions,Release 1.2.5
field_12238_d,explosionSize,Release 1.6.4
field_12239_c,explosionZ,Release 1.6.4
field_1224_j,playerViewX,Release 1.6.4
field_12240_bw,field_12240_bw,Alpha 1.2.6
field_12241_e,field_12241_e,Alpha 1.2.6
field_12242_bI,timeSinceMoved,Release 1.2.5
field_12249_i,worldObj,Release 1.6.4
field_1225_i,playerViewY,Release 1.6.4
field_12250_h,explosionRNG,Release 1.6.4
field_12251_g,destroyedBlockPositions,Release 1.2.5
field_12252_f,explosionSize,Release 1.6.4
field_12253_e,exploder,Release 1.6.4
field_12254_d,explosionZ,Release 1.6.4
field_12255_c,explosionY,Release 1.6.4
field_12256_b,explosionX,Release 1.6.4
field_12257_a,isFlaming,Release 1.6.4
field_12258_e,networkSocket,Release 1.2.5
field_12259_z,lastServer,Release 1.6.4
field_1226_h,field_1226_h,Beta 1.2_02
field_1227_g,worldObj,Release 1.6.4
field_1229_e,renderEngine,Release 1.6.4
field_1230_d,renderPosZ,Release 1.6.4
field_1231_c,renderPosY,Release 1.6.4
field_1232_b,renderPosX,Release 1.6.4
field_1233_a,instance,Release 1.6.4
field_1234_i,field_1234_i,Release 1.0.0
field_1235_h,field_1235_h,Release 1.0.0
field_1236_g,field_1236_g,Release 1.0.0
field_1237_f,field_1237_f,Release 1.0.0
field_1238_e,field_1238_e,Release 1.0.0
field_1239_d,field_1239_d,Release 1.0.0
field_1240_c,field_1240_c,Release 1.0.0
field_1241_b,field_1241_b,Release 1.0.0
field_1242_a,field_1242_a,Release 1.0.0
field_1243_l,isRiding,Release 1.6.4
field_1244_k,onGround,Release 1.6.4
field_1245_m,spiderLeg8,Release 1.6.4
field_1246_j,spiderLeg7,Release 1.6.4
field_1247_i,spiderLeg6,Release 1.6.4
field_1248_h,spiderLeg5,Release 1.6.4
field_1249_g,spiderLeg4,Release 1.6.4
field_1250_f,spiderLeg3,Release 1.6.4
field_1251_e,spiderLeg2,Release 1.6.4
field_1252_d,spiderLeg1,Release 1.6.4
field_1253_c,spiderBody,Release 1.6.4
field_1254_b,spiderNeck,Release 1.6.4
