SRG,MCP,Version
field_1101_b,hostName,Release 1.0.0
field_1102_a,mc,Release 1.2.5
field_1103_d,connectingGui,Release 1.2.5
field_1104_c,port,Release 1.2.5
field_1105_b,valueEntry,Release 1.2.5
field_1106_a,hashEntry,Release 1.2.5
field_1107_d,slotHash,Release 1.2.5
field_1108_c,nextEntry,Release 1.2.5
field_1109_a,data,Release 1.2.5
field_1110_b,y,Release 1.2.5
field_1111_a,x,Release 1.2.5
field_1112_c,z,Release 1.2.5
field_1113_b,deltaY,Release 1.2.5
field_1114_a,deltaX,Release 1.2.5
field_1115_e,field_1115_e,Release 1.0.0
field_1116_d,cursor,Release 1.2.5
field_1117_c,windowComponent,Release 1.2.5
field_1118_b,inventory,Release 1.2.5
field_1119_a,slotIndex,Release 1.2.5
field_1123_d,parent,Release 1.2.5
field_1124_c,armorType,Release 1.2.5
field_1125_c,craftMatrix,Release 1.2.5
field_1126_b,iconIndex,Release 1.2.5
field_1127_a,imageData,Release 1.2.5
field_1128_f,tileImage,Release 1.2.5
field_1129_e,tileSize,Release 1.2.5
field_1130_d,textureId,Release 1.2.5
field_1131_c,anaglyphEnabled,Release 1.2.5
field_1132_h,field_1132_h,Release 1.0.0
field_1133_g,field_1133_g,Release 1.0.0
field_1134_k,tickCounter,Release 1.2.5
field_1135_j,field_1135_j,Release 1.0.0
field_1136_i,field_1136_i,Release 1.0.0
field_1137_h,field_1137_h,Release 1.0.0
field_1138_g,field_1138_g,Release 1.0.0
field_1139_k,field_1139_k,Release 1.0.0
field_1140_j,field_1140_j,Release 1.0.0
field_1141_i,field_1141_i,Release 1.0.0
field_1142_h,field_1142_h,Release 1.0.0
field_1143_g,field_1143_g,Release 1.0.0
field_1144_j,field_1144_j,Release 1.0.0
field_1145_i,field_1145_i,Release 1.0.0
field_1146_h,field_1146_h,Release 1.0.0
field_1147_g,field_1147_g,Release 1.0.0
field_1154_k,tickCounter,Release 1.2.5
field_1155_j,alpha,Release 1.2.5
field_1156_i,blue,Release 1.2.5
field_1157_h,green,Release 1.2.5
field_1158_g,red,Release 1.2.5
field_1159_b,worldObj,Release 1.2.5
field_1160_a,rail,Release 1.2.5
field_1161_g,connectedTracks,Release 1.2.5
field_1162_f,trackMetadata,Beta 1.4_01
field_1163_e,trackZ,Release 1.2.5
field_1164_d,trackY,Release 1.2.5
field_1165_c,trackX,Release 1.2.5
field_1166_b,blockX,Release 1.2.5
field_1167_a,typeOfHit,Release 1.2.5
field_1168_g,entityHit,Release 1.2.5
field_1169_f,hitVec,Release 1.2.5
field_1170_e,sideHit,Release 1.2.5
field_1171_d,blockZ,Release 1.2.5
field_1172_c,blockY,Release 1.2.5
field_1173_b,moveForward,Release 1.2.5
field_1174_a,moveStrafe,Release 1.2.5
field_1175_e,sneak,Release 1.2.5
field_1176_d,jump,Release 1.2.5
field_1177_c,field_1177_c,Release 1.0.0
field_1178_g,gameSettings,Release 1.2.5
field_1179_f,movementKeyStates,Beta 1.7.3
field_1180_b,pixels,Release 1.2.5
field_1181_a,texCols,Release 1.2.5
field_1182_g,textures,Release 1.2.5
field_1183_f,yBuf,Release 1.2.5
field_1184_e,waterBr,Release 1.2.5
field_1185_d,waterBuf,Release 1.2.5
field_1186_c,zBuf,Release 1.2.5
field_1187_b,yCoord,Release 1.2.5
field_1188_a,xCoord,Release 1.2.5
field_1189_d,permutations,Release 1.2.5
field_1190_c,zCoord,Release 1.2.5
field_1191_b,octaves,Release 1.2.5
field_1192_a,generatorCollection,Release 1.2.5
field_1193_a,osValues,Release 1.2.5
field_1194_b,nVertices,Release 1.2.5
field_1195_a,vertexPositions,Release 1.2.5
field_1196_c,invertNormal,Release 1.2.5
field_1197_a,isoCanvas,Beta 1.7.3
field_1198_a,recipeItems,Release 1.2.5
field_1199_b,createIfNecessary,Release 1.0.0
field_1200_a,saveDir,Release 1.0.0
field_1201_b,posY,Release 1.2.5
field_1202_a,posX,Release 1.2.5
field_1203_g,worldClient,Release 1.0.0
field_1204_f,metadata,Release 1.2.5
field_1205_e,blockID,Release 1.2.5
field_1206_d,acceptCountdown,Release 1.2.5
field_1207_c,posZ,Release 1.2.5
field_1208_b,rand,Release 1.2.5
field_1209_a,field_1209_a,Release 1.0.0
field_1210_g,field_1210_g,Release 1.0.0
field_1211_f,worldClient,Release 1.2.5
field_1212_e,mc,Release 1.2.5
field_1213_d,netManager,Release 1.2.5
field_1214_c,disconnected,Release 1.2.5
field_1215_b,buffer,Release 1.2.5
field_1216_a,location,Release 1.2.5
field_1217_c,imageData,Release 1.2.5
field_1218_p,fontRenderer,Release 1.2.5
field_1220_n,field_1220_n,Release 1.0.0
field_1221_m,field_1221_m,Release 1.0.0
field_1222_l,field_1222_l,Release 1.0.0
field_1223_k,options,Release 1.2.5
field_12235_b,explosionY,Release 1.2.5
field_12236_a,explosionX,Release 1.2.5
field_12237_e,destroyedBlockPositions,Release 1.2.5
field_12238_d,explosionSize,Release 1.2.5
field_12239_c,explosionZ,Release 1.2.5
field_1224_j,playerViewX,Release 1.2.5
field_12242_bI,timeSinceMoved,Release 1.2.5
field_12249_i,worldObj,Release 1.2.5
field_1225_i,playerViewY,Release 1.2.5
field_12250_h,explosionRNG,Release 1.2.5
field_12251_g,destroyedBlockPositions,Release 1.2.5
field_12252_f,explosionSize,Release 1.2.5
field_12253_e,exploder,Release 1.2.5
field_12254_d,explosionZ,Release 1.2.5
field_12255_c,explosionY,Release 1.2.5
field_12256_b,explosionX,Release 1.2.5
field_12257_a,isFlaming,Release 1.2.5
field_12258_e,networkSocket,Release 1.2.5
field_12259_z,lastServer,Release 1.2.5
field_1227_g,worldObj,Release 1.2.5
field_1229_e,renderEngine,Release 1.2.5
field_1230_d,renderPosZ,Release 1.2.5
field_1231_c,renderPosY,Release 1.2.5
field_1232_b,renderPosX,Release 1.2.5
field_1233_a,instance,Release 1.2.5
field_1234_i,field_1234_i,Release 1.0.0
field_1235_h,field_1235_h,Release 1.0.0
field_1236_g,field_1236_g,Release 1.0.0
field_1237_f,field_1237_f,Release 1.0.0
field_1238_e,field_1238_e,Release 1.0.0
field_1239_d,field_1239_d,Release 1.0.0
field_1240_c,field_1240_c,Release 1.0.0
field_1241_b,field_1241_b,Release 1.0.0
field_1242_a,field_1242_a,Release 1.0.0
field_1243_l,isRiding,Release 1.2.5
field_1244_k,onGround,Release 1.2.5
field_1245_m,spiderLeg8,Release 1.2.5
field_1246_j,spiderLeg7,Release 1.2.5
field_1247_i,spiderLeg6,Release 1.2.5
field_1248_h,spiderLeg5,Release 1.2.5
field_1249_g,spiderLeg4,Release 1.2.5
field_1250_f,spiderLeg3,Release 1.2.5
field_1251_e,spiderLeg2,Release 1.2.5
field_1252_d,spiderLeg1,Release 1.2.5
field_1253_c,spiderBody,Release 1.2.5
field_1254_b,spiderNeck,Release 1.2.5
field_1255_a,spiderHead,Release 1.2.5
field_1256_a,sideModels,Release 1.2.5
field_1257_b,slimeRightEye,Release 1.2.5
field_1258_a,slimeBodies,Release 1.2.5
field_1259_d,slimeMouth,Release 1.2.5
field_1260_c,slimeLeftEye,Release 1.2.5
field_1261_i,leg4,Release 1.2.5
field_1262_h,leg3,Release 1.2.5
field_1263_g,leg2,Release 1.2.5
field_1264_f,leg1,Release 1.2.5
field_1265_e,body,Release 1.2.5
field_1266_d,head,Release 1.2.5
field_1267_b,horn1,Beta 1.7.3
field_1268_a,udders,Beta 1.7.3
field_1269_c,horn2,Beta 1.7.3
field_1270_b,unusedCreeperHeadwear,Release 1.0.0
field_1271_a,head,Release 1.2.5
field_1272_g,leg4,Release 1.2.5
field_1273_f,leg3,Release 1.2.5
field_1274_e,leg2,Release 1.2.5
field_1275_d,leg1,Release 1.2.5
field_1276_c,body,Release 1.2.5
field_1277_j,isSneak,Release 1.2.5
field_1278_i,heldItemRight,Release 1.2.5
field_1279_h,heldItemLeft,Release 1.2.5
field_1280_g,bipedLeftLeg,Release 1.2.5
field_1281_f,bipedRightLeg,Release 1.2.5
field_1282_e,bipedLeftArm,Release 1.2.5
field_1283_d,bipedRightArm,Release 1.2.5
field_1284_c,bipedBody,Release 1.2.5
field_1285_b,bipedHeadwear,Release 1.2.5
field_1286_a,bipedHead,Release 1.2.5
field_1287_a,boatSides,Release 1.2.5
field_1288_b,body,Release 1.2.5
field_1289_a,head,Release 1.2.5
field_1290_h,chin,Release 1.2.5
field_1291_g,bill,Release 1.2.5
field_1292_f,leftWing,Release 1.2.5
field_1293_e,rightWing,Release 1.2.5
field_1294_d,leftLeg,Release 1.2.5
field_1295_c,rightLeg,Release 1.2.5
field_1296_b,updateCounter,Release 1.2.5
field_1297_a,message,Release 1.2.5
field_1298_b,field_1298_b,Beta 1.7.3
field_1299_a,field_1299_a,Beta 1.7.3
field_1300_g,field_1300_g,Beta 1.7.3
field_1301_f,field_1301_f,Beta 1.7.3
field_1302_e,field_1302_e,Beta 1.7.3
field_1303_d,field_1303_d,Beta 1.7.3
field_1304_c,field_1304_c,Beta 1.7.3
field_1305_b,rand,Release 1.2.5
field_1306_a,range,Release 1.2.5
field_1307_b,charWidth,Release 1.2.5
field_1308_a,fontTextureName,Release 1.2.5
field_1309_d,buffer,Release 1.0.0
field_1310_c,fontDisplayLists,Release 1.0.0
field_1313_d,mainMenu,Beta 1.2_02
field_1316_v,clay,Release 1.2.5
field_1317_u,cactus,Release 1.2.5
field_1318_t,craftedSnow,Release 1.2.5
field_1319_s,snow,Release 1.2.5
field_1320_r,ice,Release 1.2.5
field_1322_p,tnt,Release 1.2.5
field_1324_n,circuits,Release 1.2.5
field_1325_m,sand,Release 1.2.5
field_1326_l,fire,Release 1.2.5
field_1328_j,sponge,Release 1.2.5
field_1329_i,plants,Release 1.2.5
field_1331_g,lava,Release 1.2.5
field_1332_f,water,Release 1.2.5
field_1333_e,iron,Release 1.2.5
field_1334_d,rock,Release 1.2.5
field_1335_c,wood,Release 1.2.5
field_1336_b,ground,Release 1.2.5
field_1337_a,air,Release 1.2.5
field_1340_d,allMobTypes,Release 1.0.0
field_1342_b,imageWidth,Release 1.2.5
field_1343_a,imageData,Release 1.2.5
field_1344_c,imageHeight,Release 1.2.5
field_1345_b,signStick,Release 1.2.5
field_1346_a,signBoard,Release 1.2.5
field_1347_b,level,Release 1.2.5
field_1348_a,image,Release 1.2.5
field_1349_h,addedToRenderQueue,Release 1.2.5
field_1350_g,lastVisible,Release 1.2.5
field_1351_f,noContent,Release 1.2.5
field_1352_e,rendered,Release 1.2.5
field_1353_d,y,Release 1.2.5
field_1354_c,x,Release 1.2.5
field_1356_a,mc,Release 1.2.5
field_1357_e,renderBlocksInstance,Release 1.2.5
field_1360_b,yCoord,Release 1.2.5
field_1361_a,xCoord,Release 1.2.5
field_1362_g,tickEntryID,Release 1.2.5
field_1363_f,nextTickEntryID,Release 1.2.5
field_1364_e,scheduledTime,Release 1.2.5
field_1365_d,blockID,Release 1.2.5
field_1366_c,zCoord,Release 1.2.5
field_1367_b,scaledWidth,Release 1.2.5
field_1368_a,scaleFactor,Release 1.2.5
field_1369_c,scaledHeight,Release 1.2.5
field_1370_b,keyCode,Release 1.2.5
field_1371_a,keyDescription,Release 1.2.5
field_1372_i,timeSyncAdjustment,Release 1.2.5
field_1373_h,lastSyncHRClock,Release 1.2.5
field_1374_g,lastSyncSysClock,Release 1.2.5
field_1375_f,lastHRTime,Release 1.2.5
field_1376_e,elapsedPartialTicks,Release 1.2.5
field_1377_d,timerSpeed,Release 1.2.5
field_1378_c,renderPartialTicks,Release 1.2.5
field_1379_b,elapsedTicks,Release 1.2.5
field_1380_a,ticksPerSecond,Release 1.2.5
field_1381_o,fogColor1,Release 1.2.5
field_1382_n,fogColor2,Release 1.2.5
field_1383_m,random,Release 1.2.5
field_1384_l,prevFrameTime,Release 1.2.5
field_1385_k,pointedEntity,Release 1.2.5
field_1386_j,rendererUpdateCount,Release 1.2.5
field_1387_i,farPlaneDistance,Release 1.2.5
field_1388_h,mc,Release 1.2.5
field_1392_d,fogColorBuffer,Release 1.2.5
field_1393_c,unusedVolatile1,Release 1.0.0
field_1394_b,unusedVolatile0,Release 1.0.0
field_1395_a,itemRenderer,Release 1.2.5
field_1396_o,displayList,Release 1.2.5
field_1397_n,compiled,Release 1.2.5
field_1398_m,textureOffsetY,Release 1.2.5
field_1399_l,textureOffsetX,Release 1.2.5
field_1400_k,faces,Beta 1.7.3
field_1401_j,corners,Beta 1.7.3
field_1402_i,isHidden,Release 1.2.5
field_1403_h,showModel,Release 1.2.5
field_1404_g,mirror,Release 1.2.5
field_1405_f,rotateAngleZ,Release 1.2.5
field_1406_e,rotateAngleY,Release 1.2.5
field_1407_d,rotateAngleX,Release 1.2.5
field_1408_c,rotationPointZ,Release 1.2.5
field_1409_b,rotationPointY,Release 1.2.5
field_1410_a,rotationPointX,Release 1.2.5
field_1412_b,entityHashMap,Release 1.2.5
field_1413_b,modelSign,Release 1.2.5
field_1414_S,allRenderLists,Release 1.2.5
field_1415_R,glRenderLists,Release 1.2.5
field_1416_Q,renderersSkippingRenderPass,Release 1.2.5
field_1417_P,renderersBeingRendered,Release 1.2.5
field_1418_O,renderersBeingOccluded,Release 1.2.5
field_1419_N,renderersBeingClipped,Release 1.2.5
field_1420_M,renderersLoaded,Release 1.2.5
field_1421_L,countEntitiesHidden,Release 1.2.5
field_1422_K,countEntitiesRendered,Release 1.2.5
field_1423_J,countEntitiesTotal,Release 1.2.5
field_1424_I,renderEntitiesStartupCounter,Release 1.2.5
field_1425_H,renderDistance,Release 1.2.5
field_1426_G,maxBlockZ,Release 1.2.5
field_1427_F,maxBlockY,Release 1.2.5
field_1428_E,maxBlockX,Release 1.2.5
field_1429_D,minBlockZ,Release 1.2.5
field_1430_C,minBlockY,Release 1.2.5
field_1431_B,minBlockX,Release 1.2.5
field_1432_A,glSkyList2,Release 1.2.5
field_1433_z,glSkyList,Release 1.2.5
field_1434_y,starGLCallList,Release 1.2.5
field_1435_x,cloudOffsetX,Release 1.2.5
field_1436_w,occlusionEnabled,Release 1.2.5
field_1437_v,glOcclusionQueryBase,Release 1.2.5
field_1438_u,globalRenderBlocks,Release 1.2.5
field_1439_t,mc,Release 1.2.5
field_1440_s,glRenderListBase,Release 1.2.5
field_1441_r,renderChunksDeep,Release 1.2.5
field_1442_q,renderChunksTall,Release 1.2.5
field_1443_p,renderChunksWide,Release 1.2.5
field_1444_o,worldRenderers,Release 1.2.5
field_1445_n,sortedWorldRenderers,Release 1.2.5
field_1446_m,worldRenderersToUpdate,Release 1.2.5
field_1447_l,renderEngine,Release 1.2.5
field_1448_k,worldObj,Release 1.2.5
field_1449_j,frustumCheckOffset,Release 1.2.5
field_1450_i,damagePartialTime,Release 1.2.5
field_1451_h,prevSortZ,Release 1.2.5
field_1452_g,prevSortY,Release 1.2.5
field_1453_f,prevSortX,Release 1.2.5
field_1454_e,glDummyList,Beta 1.7.3
field_1455_d,dummyInt0,Beta 1.7.3
field_1456_c,occlusionResult,Release 1.2.5
field_1457_b,dummyBuf50k,Release 1.2.5
field_1458_a,tileEntities,Release 1.2.5
field_1459_t,chunkDataSendCounter,Release 1.2.5
field_1460_s,sendQueueByteLength,Release 1.2.5
field_1461_r,timeSinceLastRead,Release 1.2.5
field_1462_q,terminationReason,Release 1.2.5
field_1463_p,isTerminating,Release 1.2.5
field_1464_o,readThread,Release 1.2.5
field_1465_n,writeThread,Release 1.2.5
field_1466_m,isServerTerminating,Release 1.2.5
field_1467_l,netHandler,Release 1.2.5
field_1468_k,chunkDataPackets,Release 1.2.5
field_1469_j,dataPackets,Release 1.2.5
field_1470_i,readPackets,Release 1.2.5
field_1471_h,isRunning,Release 1.2.5
field_1472_g,socketOutputStream,Release 1.2.5
field_1473_f,socketInputStream,Release 1.2.5
field_1474_e,remoteSocketAddress,Release 1.2.5
field_1475_d,sendQueueLock,Release 1.2.5
field_1476_c,numWriteThreads,Release 1.2.5
field_1477_b,numReadThreads,Release 1.2.5
field_1478_a,threadSyncObject,Release 1.2.5
field_1485_z,vboIndex,Release 1.2.5
field_1486_y,vertexBuffers,Release 1.2.5
field_1487_x,useVBO,Release 1.2.5
field_1488_w,isDrawing,Release 1.2.5
field_1489_v,normal,Release 1.2.5
field_1490_u,zOffset,Release 1.2.5
field_1491_t,yOffset,Release 1.2.5
field_1492_s,xOffset,Release 1.2.5
field_1493_r,drawMode,Release 1.2.5
field_1494_B,bufferSize,Release 1.2.5
field_1495_q,isColorDisabled,Release 1.2.5
field_1496_A,vboCount,Release 1.2.5
field_1497_p,addedVertices,Release 1.2.5
field_1498_o,rawBufferIndex,Release 1.2.5
field_1499_n,hasNormals,Release 1.2.5
field_1500_m,hasTexture,Release 1.2.5
field_1501_l,hasColor,Release 1.2.5
field_1502_k,color,Release 1.2.5
field_1503_j,textureV,Release 1.2.5
field_1504_i,textureU,Release 1.2.5
field_1505_h,vertexCount,Release 1.2.5
field_1506_g,rawBuffer,Release 1.2.5
field_1507_f,floatBuffer,Release 1.2.5
field_1508_e,intBuffer,Release 1.2.5
field_1509_d,byteBuffer,Release 1.2.5
field_1510_c,tryVBO,Release 1.2.5
field_1511_b,convertQuadsToTriangles,Release 1.2.5
field_1512_a,instance,Release 1.2.5
field_1513_b,codec,Release 1.2.5
field_1514_a,buffer,Release 1.2.5
field_1515_d,inputStream,Release 1.2.5
field_1516_c,hash,Release 1.2.5
field_1522_s,lastSaveTime,Release 1.2.5
field_1523_r,hasEntities,Release 1.2.5
field_15235_a,blockIndex,Release 1.2.5
field_1525_p,neverSave,Release 1.0.0
field_1526_o,isModified,Release 1.2.5
field_1527_n,isTerrainPopulated,Release 1.2.5
field_1528_m,entities,Release 1.0.0
field_1529_l,chunkTileEntityMap,Release 1.2.5
field_1530_k,zPosition,Release 1.2.5
field_1531_j,xPosition,Release 1.2.5
field_1532_i,lowestBlockHeight,Release 1.0.0
field_1533_h,heightMap,Release 1.0.0
field_1534_g,blocklightMap,Release 1.0.0
field_1535_f,skylightMap,Release 1.0.0
field_1536_e,data,Release 1.0.0
field_1537_d,worldObj,Release 1.2.5
field_1538_c,isChunkLoaded,Release 1.2.5
field_1539_b,blocks,Release 1.0.0
field_1540_a,isLit,Release 1.2.5
field_1541_n,fontRenderer,Release 1.2.5
field_1543_l,playerZ,Release 1.2.5
field_1544_k,playerY,Release 1.2.5
field_1545_j,playerX,Release 1.2.5
field_1546_i,playerPitch,Beta 1.2_02
field_1547_h,playerYaw,Beta 1.2_02
field_1548_g,entityPlayer,Beta 1.2_02
field_1549_f,worldObj,Release 1.2.5
field_1550_e,renderEngine,Release 1.2.5
field_1551_d,staticPlayerZ,Release 1.2.5
field_1552_c,staticPlayerY,Release 1.2.5
field_1553_b,staticPlayerX,Release 1.2.5
field_1554_a,instance,Release 1.2.5
field_1555_b,count,Release 1.2.5
field_1556_a,pathPoints,Release 1.2.5
field_1557_a,craftingManager,Release 1.2.5
field_1560_x,thirdPersonView,Release 1.2.5
field_1561_w,difficulty,Release 1.2.5
field_1563_u,mc,Release 1.2.5
field_1564_t,keyBindings,Release 1.2.5
field_1565_s,keyBindSneak,Release 1.2.5
field_1570_o,keyBindInventory,Release 1.2.5
field_1571_n,keyBindJump,Release 1.2.5
field_1572_m,keyBindRight,Release 1.2.5
field_1573_l,keyBindBack,Release 1.2.5
field_1574_k,keyBindLeft,Release 1.2.5
field_1575_j,keyBindForward,Release 1.2.5
field_1576_i,fancyGraphics,Release 1.2.5
field_1577_h,limitFramerate,Release 1.2.5
field_1578_g,anaglyph,Release 1.2.5
field_1579_f,viewBobbing,Release 1.2.5
field_1580_e,renderDistance,Release 1.2.5
field_1581_d,invertMouse,Release 1.2.5
field_1582_c,mouseSensitivity,Release 1.2.5
field_1583_b,soundVolume,Release 1.2.5
field_1584_a,musicVolume,Release 1.2.5
field_1585_a,enumOSMappingArray,Release 1.2.5
field_1586_b,mcThread,Release 1.2.5
field_1587_a,mc,Release 1.2.5
field_1588_a,mc,Release 1.2.5
field_1589_b,count,Release 1.2.5
field_1590_a,slots,Release 1.2.5
field_1591_e,versionStamp,Release 1.2.5
field_1592_d,growFactor,Release 1.2.5
field_1593_c,threshold,Release 1.2.5
field_1594_a,entityForSorting,Beta 1.4_01
field_1602_h,options,Release 1.2.5
field_1603_g,urlToImageDataMap,Release 1.2.5
field_1604_f,textureList,Release 1.2.5
field_1605_e,imageData,Release 1.2.5
field_1606_d,singleIntBuffer,Release 1.2.5
field_1607_c,textureNameToImageMap,Release 1.2.5
field_1609_a,useMipmaps,Release 1.2.5
field_1610_b,classToStringMapping,Release 1.2.5
field_1611_a,stringToClassMapping,Release 1.2.5
field_1612_d,classToIDMapping,Release 1.2.5
field_1613_c,IDtoClassMapping,Release 1.2.5
field_1614_b,animationsToGo,Release 1.2.5
field_1615_a,stackSize,Release 1.2.5
field_1616_d,itemDamage,Release 1.2.5
field_1617_c,itemID,Release 1.2.5
field_1618_c,windowId,Release 1.2.5
field_1619_b,craftResult,Release 1.2.5
field_1620_a,craftMatrix,Release 1.2.5
field_1621_b,craftResult,Release 1.2.5
field_1622_a,craftMatrix,Release 1.2.5
field_1623_z,sizeX,Release 1.2.5
field_1624_y,title,Release 1.2.5
field_1630_D,allArt,Release 1.0.0
field_1632_C,offsetY,Release 1.2.5
field_1634_B,offsetX,Release 1.2.5
field_1636_A,sizeY,Release 1.2.5
field_1653_a,SIN_TABLE,Release 1.2.5
field_1654_b,texturePositionX,Release 1.2.5
field_1655_a,vector3D,Release 1.2.5
field_1656_c,texturePositionY,Release 1.2.5
field_1657_b,isGetRandomSound,Release 1.2.5
field_1658_a,numberOfSoundPoolEntries,Release 1.2.5
field_1659_e,allSoundPoolEntries,Release 1.2.5
field_1660_d,nameToSoundPoolEntriesMapping,Release 1.2.5
field_1661_c,rand,Release 1.2.5
field_1662_b,recipes,Release 1.2.5
field_1664_b,recipeItems,Release 1.2.5
field_1665_a,recipePatterns,Release 1.2.5
field_1666_b,username,Release 1.2.5
field_1667_a,registeredBlocksList,Release 1.2.5
field_1670_b,textureNames,Release 1.2.5
field_1671_a,displayLists,Release 1.2.5
field_1672_a,logo,Release 1.2.5
field_1673_b,path,Release 1.2.5
field_1674_a,worldMap,Release 1.2.5
field_1675_d,pathOptions,Release 1.2.5
field_1676_c,pointMap,Release 1.2.5
field_1677_b,stepSoundVolume,Release 1.2.5
field_1678_a,stepSoundName,Release 1.2.5
field_1679_c,stepSoundPitch,Release 1.2.5
field_1680_b,recipeItems,Release 1.2.5
field_1681_a,recipePatterns,Release 1.2.5
field_1687_b,projectionMatrix,Release 1.2.5
field_1688_a,frustum,Release 1.2.5
field_1689_d,clippingMatrix,Release 1.2.5
field_1690_c,modelviewMatrix,Release 1.2.5
field_1691_h,field_1691_h,Release 1.0.0
field_1692_g,modelviewMatrixBuffer,Release 1.2.5
field_1693_f,projectionMatrixBuffer,Release 1.2.5
field_1694_e,instance,Release 1.2.5
field_1695_a,colorBuffer,Release 1.2.5
field_1696_a,mcApplet,Release 1.2.5
field_1697_b,minY,Release 1.2.5
field_1698_a,minX,Release 1.2.5
field_1699_h,numBoundingBoxesInUse,Release 1.2.5
field_1700_g,boundingBoxes,Release 1.2.5
field_1701_f,maxZ,Release 1.2.5
field_1702_e,maxY,Release 1.2.5
field_1703_d,maxX,Release 1.2.5
field_1704_c,minZ,Release 1.2.5
field_1705_b,referenceCount,Release 1.2.5
field_1706_a,image,Release 1.2.5
field_1707_d,textureSetupComplete,Release 1.2.5
field_1708_c,textureName,Release 1.2.5
field_1709_j,isFirst,Release 1.2.5
field_1710_i,previous,Release 1.2.5
field_1711_h,distanceToTarget,Release 1.2.5
field_1712_g,distanceToNext,Release 1.2.5
field_1713_f,totalPathDistance,Release 1.2.5
field_1714_e,index,Release 1.2.5
field_1715_d,hash,Release 1.2.5
field_1716_c,zCoord,Release 1.2.5
field_1717_b,yCoord,Release 1.2.5
field_1718_a,xCoord,Release 1.2.5
field_1721_d,allSkyBlocks,Release 1.0.0
field_1722_c,defaultLightValue,Release 1.2.5
field_1728_b,fxLayers,Release 1.2.5
field_1729_a,worldObj,Release 1.2.5
field_1730_d,rand,Release 1.2.5
field_1731_c,renderer,Release 1.2.5
field_1732_z,glOcclusionQuery,Release 1.2.5
field_1733_y,isWaitingOnOcclusionQuery,Release 1.2.5
field_1734_x,isVisible,Release 1.2.5
field_1735_w,chunkIndex,Release 1.2.5
field_1736_v,rendererBoundingBox,Release 1.2.5
field_1737_F,tileEntities,Release 1.2.5
field_1738_u,needsUpdate,Release 1.2.5
field_1739_E,isInitialized,Release 1.2.5
field_1740_t,rendererRadius,Release 1.0.0
